,mol_id,smiles,pIC50
3927,CHEMBL450109,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5C[C@@H](CN5)OC(=O)N6CCOCC6)sc34)cc2Cl)c1,7.4
3928,CHEMBL466615,CN(C)C(=O)O[C@@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,7.1
3929,CHEMBL2048797,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ccc45)c(Cl)c3)c12,8.51
3930,CHEMBL2048791,OCCn1ccc2ncnc(Nc3ccc(Oc4ccc5NC(=O)Cc5c4)c(Cl)c3)c12,6.02
3931,CHEMBL2048790,OCCn1ccc2ncnc(Nc3ccc(Oc4ccc5C(=O)NCc5c4)c(Cl)c3)c12,6.29
3933,CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c12,8.59
3934,CHEMBL1945453,Clc1ccc(cc1)S(=O)(=O)NC(=O)c2cccnc2Cl,4.7
3935,CHEMBL3763701,COc1cc2ncnc(Nc3cc(ccc3C)C(=O)NC45CC6CC(CC(C6)C4)C5)c2cc1OCCCN7CCOCC7,7.81
3936,CHEMBL3765263,COc1cc2ncnc(Nc3cccc(c3)C(=O)NC45CC6CC(CC(C6)C4)C5)c2cc1OCCCN7CCOCC7,8.95
3937,CHEMBL541988,COc1cc2ncc(C(=O)O)c(Nc3cccc(Br)c3)c2cc1OC,5.06
3938,CHEMBL1947125,CC1(C)CC(CC(C)(C)N1[O])C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2,7.19
3939,CHEMBL1946926,CC1(C)CC(CC(C)(C)N1[O])C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,7.51
3940,CHEMBL511623,Fc1ccc(Nc2ncnc3nc(NCCN4CCOCC4)sc23)cc1Cl,6.04
3941,CHEMBL257860,OC1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.05
3942,CHEMBL2029435,COc1cc(ccc1Nc2ncc3CN(C4CC4)C(=O)N(c5cccc(NC(=O)C=C)c5)c3n2)N6CCN(C)CC6,9.24
3943,CHEMBL3347498,OB(O)c1ccc(COc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,6.07
3944,CHEMBL2105719,O.COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4,8.22
3945,CHEMBL489058,CCN1CCN(CC\C=C\c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(cnc3c2)C#N)CC1,8.0
3946,CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,6.72
3947,CHEMBL452716,O=C(O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc5c(Oc6ccccn6)cccc5c4)c3s2)N7CCOCC7,5.98
3948,CHEMBL455434,O=C(O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)N6CCOCC6,6.62
3949,CHEMBL408397,CN(CCO)c1c(Br)cccc1Nc2ncnc3ccncc23,8.58
3950,CHEMBL52823,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,6.42
3951,CHEMBL512076,CCNC(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,7.5
3952,CHEMBL1830267,Cc1ccc(\C=C\C(=N\NC(=S)N)\c2ccccc2)cc1,4.76
3953,CHEMBL1821889,[O-][N+](=O)c1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccc(Cl)cc4)c5ccc(Br)cc5,4.61
3954,CHEMBL1822061,COc1ccc(cc1)C2=NN(C(C2)c3ccc(Cl)cc3)c4nc(cs4)c5ccc(Cl)cc5,5.11
3955,CHEMBL553,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,7.52
3956,CHEMBL1821869,Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(F)cc3)c4nc(cs4)c5ccc(Cl)cc5,7.22
3957,CHEMBL1821878,Brc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccccc4)c5ccc(Br)cc5,5.05
3958,CHEMBL1821879,Cc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccccc4)c5ccc(Br)cc5,4.71
3959,CHEMBL1830257,NC(=S)N\N=C(\C=C\c1ccccc1F)/c2ccccc2,4.65
3960,CHEMBL1830263,NC(=S)N\N=C(\C=C\c1cccc(c1)[N+](=O)[O-])/c2ccccc2,5.43
3961,CHEMBL2018773,CCN(CC)CCOc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC,5.04
3962,CHEMBL3612562,COCCN1C(=O)Oc2cc3ncnc(Nc4cccc(c4)C#C)c3cc12,6.72
3963,CHEMBL3040806,C1COc2cc3c(Nc4cccc(c4)c5ccccc5)ncnc3cc2O1,7.38
3964,CHEMBL297968,Cc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,8.8
3965,CHEMBL3098321,CNS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc(OC)c(OC)cc23)cc1,5.79
3966,CHEMBL331026,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2nc3ccccc3[nH]2)c1O,4.12
3967,CHEMBL326100,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSCc2ccccc2Cl)c1O,6.0
3968,CHEMBL1242028,CC(C)n1nc(c2cc(F)c(O)cc2F)c3c(N)ncnc13,5.16
3969,CHEMBL1243255,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNC,8.27
3970,CHEMBL1243254,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)Cc4ccc(F)cc4,9.24
3971,CHEMBL1242029,COc1cccc(c1)c2nn(C(C)C)c3ncnc(N)c23,5.85
3972,CHEMBL1243284,CNC\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCF)C#N,9.54
3973,CHEMBL1242207,CC(C)n1nc(c2ccc3cnccc3c2)c4c(N)ncnc14,4.6
3974,CHEMBL256527,CO\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4ccc(F)cc4)c2,6.98
3975,CHEMBL3903249,CN(C)C\C=C\C(=O)N1CCC[C@H]1Cn2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25,6.16
3976,CHEMBL589589,CC(C)c1ccc(NC(=O)c2ccc(cc2)N(CCCl)CCCl)cc1,6.12
3977,CHEMBL592710,ClCCN(CCCl)c1ccc(cc1)C(=O)Nc2ccccc2Cl,5.02
3978,CHEMBL589119,CCCCN(CCCC)C(=O)c1ccc(cc1)N(CCCl)CCCl,4.51
3979,CHEMBL2283245,CC(C)c1ccc(NC(=O)\C=C\c2ccccc2)cc1,4.84
3980,CHEMBL79704,OC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c4ccccc14,5.38
3981,CHEMBL1641997,Brc1cccc(Nc2ncc(C#N)c3ccc(NC(=O)c4cocc4)cc23)c1,4.34
3983,CHEMBL583218,CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCC6CCNCC6,7.52
3984,CHEMBL3098315,COc1cc2nc(Cl)nc(Nc3ccc(cc3)S(=O)(=O)C)c2cc1OC,4.21
3985,CHEMBL3098326,COc1cc2nc(Cl)nc(Nc3ccc(NC(=O)C)cc3)c2cc1OC,4.42
3986,CHEMBL3098319,COc1cc2nc(Cl)nc(Nc3ccc(cc3)N(C)C)c2cc1OC,4.44
3987,CHEMBL7914,Cc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc4ccc(C)cc4)cc1,5.6
3988,CHEMBL320705,COc1ccccc1Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl,7.18
3989,CHEMBL2064376,COc1ccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)cc1,6.42
3990,CHEMBL595374,COc1cc2ncnc(Nc3ccc(cc3C)c4nc5ccccc5s4)c2cc1OCCCN6CCN(C)CC6,5.85
3992,CHEMBL3699612,COc1cc(ccc1Nc2ncc(c(Nc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCCOCC4,7.7
3993,CHEMBL1277620,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,5.24
3994,CHEMBL1760057,C(COc1ccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc1)CN5CCCCC5,5.64
3995,CHEMBL601625,CCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,7.46
3996,CHEMBL600381,CCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,6.33
3997,CHEMBL2426279,COc1cc(N2CCN(C)CC2)c(NC(=O)C=C)cc1Nc3nccc(n3)c4c[nH]c5ccccc45,5.92
3998,CHEMBL566350,CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCCN6CCCCC6,7.42
3999,CHEMBL122068,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,6.66
4000,CHEMBL420885,CC(C)(C)OC(=O)Nc1ccc(cc1)c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23,6.57
4001,CHEMBL334026,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,4.62
4002,CHEMBL2283256,Clc1cc(Cl)cc(NC(=O)\C=C\c2ccccc2)c1,4.86
4003,CHEMBL3678954,CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc4cnc(Nc5ccc(cc5)N6CCN(C)CC6)nc14,8.3
4004,CHEMBL319540,Cc1c(C)n(c2ccccc2)c3ncnc(N)c13,5.57
4005,CHEMBL122411,COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,7.52
4006,CHEMBL3085381,CCN(CC)[C@@](C)(CCc1ncnc2cc(OC)c(OC)cc12)Cc3ccccc3,6.89
4007,CHEMBL250524,COc1cc2ncnc(C#CC(C)(C)N(C)c3ccccc3)c2cc1OC,7.1
4008,CHEMBL122182,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.1
4009,CHEMBL118904,[O-][N+](=O)c1cccc(c1)c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23,6.57
4010,CHEMBL357570,CCO.CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,8.1
4011,CHEMBL589831,ClCCN(CCCl)c1ccc(cc1)C(=O)Nc2ccc(Br)cc2,6.03
4012,CHEMBL597492,COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2=O)c3c[nH]c4ccc(I)cc34,5.77
4013,CHEMBL3633940,NC(=O)Nc1ccc(cc1)C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,8.05
4014,CHEMBL153518,CCN(CC)CCn1c2ccc(OC)cc2c3c(Nc4cccc(Br)c4)ncnc13,5.37
4015,CHEMBL544868,Cl.[O-][N+](=O)c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,7.24
4018,CHEMBL213560,Oc1ccc(\C=C/2\N(CCc3ccccc3)C(=O)NC2=O)cc1,6.15
4019,CHEMBL215488,COc1cc2CNc3c(Nc4ccc5c[nH]nc5c4)ncnc3Oc2cc1OC,5.92
4020,CHEMBL3647967,Nc1ncnc2c1c(nn2[C@@H]3CC[C@@H](CC3)NC(=O)C=C)c4ccc(Oc5ccccc5)cc4,7.69
4021,CHEMBL3910422,COc1ccc(Nc2ncc(Br)c(Nc3cccc(NC(=O)C=C)c3)n2)c(OC)c1,8.26
4022,CHEMBL3982014,Nc1ncnc2c1c(nn2C3CCN(CC3)C(=O)\C=C\CN4CCOCC4)c5ccc(Oc6ccccc6)cc5,6.52
4023,CHEMBL3915538,Nc1ncnc2c1c(nn2C[C@@H]3CCCN3C(=O)\C=C\CN4CCOCC4)c5ccc(Oc6ccccc6)cc5,5.21
4024,CHEMBL324030,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSC2=NCCS2)c1O,5.06
4025,CHEMBL599145,CCCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,5.3
4026,CHEMBL598305,CCCCCCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,5.76
4027,CHEMBL340700,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.49
4028,CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.4
4029,CHEMBL2325100,Cc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)c5ccccc5,7.22
4030,CHEMBL2325092,COc1ccc(cc1)C2=NN(C(C2)c3cccc4ccccc34)c5ccccc5,7.0
4031,CHEMBL3699588,COc1cc(ccc1Nc2ncc(c(Oc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCN(CC4)C(=O)C,8.26
4032,CHEMBL552634,Cl.CN(C)CC(=C)C(=O)c1ccc(OS(=O)(=O)c2ccc(cc2)C(=O)N(C)C)cc1,6.16
4033,CHEMBL2029697,Cc1nn(C)cc1C(=O)Nc2ccn(Cc3c(F)cccc3Cl)n2,4.14
4035,CHEMBL123676,Nc1cc2ncnc(NCc3cccc(c3)[N+](=O)[O-])c2cn1,5.0
4036,CHEMBL2111784,C[C@H](Nc1cc(ccn1)c2sc(nc2c3ccc(F)cc3)C4CCN(C)CC4)c5ccccc5,5.96
4037,CHEMBL125331,CN(C)c1cccc(Nc2ncnc3cc(N)ncc23)c1,5.75
4038,CHEMBL57553,Nc1cccc(Nc2nccc(n2)c3cccnc3)c1,4.3
4039,CHEMBL330323,COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,6.7
4040,CHEMBL1272061,OC[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)C=C)c4ccccc4,8.1
4041,CHEMBL92985,Fc1cccc(Nc2ncnc3ccccc23)c1,7.25
4045,CHEMBL348116,N#CCc1c(SSc2[nH]c3ccccc3c2CC#N)[nH]c4ccccc14,4.5
4046,CHEMBL328977,Brc1cccc(Nc2ncnc3ccc(NC(=O)C#CCN4CCSCC4)cc23)c1,7.02
4047,CHEMBL91925,CCN(CC)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.14
4048,CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,7.77
4049,CHEMBL3416616,Brc1cc2c(NCc3ccccn3)ncnc2s1,5.1
4050,CHEMBL3416614,Brc1cc2c(NCc3ccncc3)ncnc2s1,5.41
4051,CHEMBL3416608,CC[C@@H](Nc1ncnc2sc(Br)cc12)c3ccccc3,6.74
4052,CHEMBL2325106,COc1ccc(cc1)C2=NN(C(C2)c3cccc4ccccc34)C(=S)N,6.8
4053,CHEMBL2325102,NC(=S)N1N=C(CC1c2cccc3ccccc23)c4ccccc4,5.65
4054,CHEMBL312482,C(N1CCOCC1)c2ccc(cc2)c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3,7.52
4055,CHEMBL163188,CN(C)c1cc2c(Nc3cccc(C)c3)ncnc2cn1,8.55
4056,CHEMBL173478,Nc1ncnc2c1c(cn2c3cccc(CO)c3)c4ccccc4,6.22
4057,CHEMBL75188,CN1CCN(CCCNc2ncc3cc(c(NC(=O)NC(C)(C)C)nc3n2)c4c(C)c(C)cc(C)c4C)CC1,5.16
4058,CHEMBL1645469,Cc1ccccc1Nc2ncnn3ccc(CN4CCC(N)CC4)c23,6.18
4059,CHEMBL2325091,Brc1ccc(cc1)C2=NN(C(C2)c3cccc4ccccc34)c5ccccc5,6.31
4060,CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.36
4061,CHEMBL1645476,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,8.0
4062,CHEMBL359629,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,8.0
4063,CHEMBL178573,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc5ccccc5c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,7.82
4064,CHEMBL169780,Nc1ncnc2c1c(cn2C3CCN(CCO)CC3)c4cccc(O)c4,5.59
4065,CHEMBL355269,COc1cccc(c1)c2cn(C3CCN(CC(=O)N(C)C)CC3)c4ncnc(N)c24,6.12
4066,CHEMBL255438,Nc1ncnc(Nc2ccc3c(cnn3Cc4cccc(F)c4)c2)c1\C=N\OCc5ccccc5,7.64
4067,CHEMBL57759,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,8.15
4068,CHEMBL1172418,CC(=O)N1N=C(CC1c2ccccc2Cl)c3ccc(Cl)c(Cl)c3,4.62
4069,CHEMBL1172602,COc1cc(OC)cc(c1)C2CC(=NN2C(=O)C)c3ccc(Cl)c(Cl)c3,4.59
4070,CHEMBL1173023,CC(=O)N1N=C(CC1c2ccc(Br)cc2)c3ccc(C)c(C)c3,4.69
4071,CHEMBL1173398,CC(=O)N1N=C(CC1c2ccccc2)c3ccc(C)c(C)c3,4.7
4072,CHEMBL553,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,7.52
4073,CHEMBL293090,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.1
4075,CHEMBL92398,COc1ccc2c(Nc3ccccc3)ncnc2c1,6.92
4076,CHEMBL3680374,FC(F)COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4,8.01
4077,CHEMBL89940,Nc1ccc2ncnc(Nc3ccccc3)c2c1,6.11
4078,CHEMBL2048909,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c12)S(=O)(=O)C,8.26
4079,CHEMBL1928949,CCOC(=O)CNc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.43
4081,CHEMBL1928309,Clc1cccc(Nc2ncnc3sc(cc23)C(=O)c4cc5ccccc5[nH]4)c1,6.52
4083,CHEMBL90595,Brc1cccc(Nc2ncnc3ccc(NC(=O)C#CCN4CCCCC4)cc23)c1,7.24
4084,CHEMBL419501,COC[C@H]1CCCN1C\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,7.07
4085,CHEMBL83837,COC(=O)Cc1c(SSc2c(CC(=O)OC)c3ccccc3n2C)n(C)c4ccccc14,4.48
4086,CHEMBL92174,COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,6.89
4087,CHEMBL93544,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],5.7
4089,CHEMBL127367,CCOc1cc2ncnc(Nc3cccc(c3)c4nc[nH]n4)c2cc1OCC,6.41
4090,CHEMBL3699585,COc1cc(ccc1Nc2ncc(c(Nc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCCN(CC4)C(=O)C,7.7
4091,CHEMBL369014,CCOC(=O)c1ccc(cc1)c2cn(c3ccccc3)c4ncnc(N)c24,5.89
4092,CHEMBL79206,CN(CCO)Cc1ccc(cc1)c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2,8.52
4093,CHEMBL78280,CNC(=O)c1ccc(cc1)S(=O)(=O)Oc2ccc(\C=C(/C)\[N+](=O)[O-])cc2OC,5.4
4094,CHEMBL52913,Clc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,9.6
4095,CHEMBL257861,OCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.8
4096,CHEMBL3425661,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)\C(=C\c4ccncc4)\C#N)c3)n2)N5CCN(C)CC5,5.06
4097,CHEMBL3357636,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C/CN4CCCCC4)\F,9.17
4098,CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,7.28
4099,CHEMBL3754785,COc1ccc(cn1)c2cc(NC(=O)Nc3ccccn3)cc(OC)c2OC,7.18
4100,CHEMBL441279,COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.48
4101,CHEMBL1254363,CN(c1cccc(Br)c1)c2nc(N)nc3[nH]c(Cc4ccccc4C)cc23,4.51
4102,CHEMBL1092382,CCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,7.8
4103,CHEMBL593275,COc1cc2c(Nc3ccc(cc3)c4nc5ccc(Cl)cc5s4)ncnc2cc1OCCCN6CCN(C)CC6,6.58
4104,CHEMBL593909,COc1cc2c(Nc3ccc(cc3F)c4nc5ccc(Cl)cc5s4)ncnc2cc1OCCCN6CCN(C)CC6,5.21
4105,CHEMBL553,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,8.7
4106,CHEMBL3613702,Fc1cc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc(Cl)c1Cl,10.43
4107,CHEMBL3746473,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccc(cc4)[N+](=O)[O-],6.22
4108,CHEMBL3746387,COc1ccc(cc1)C2=NN(C(C2)c3ccc(cc3)C(=O)OC(C)Cn4c(C)ncc4[N+](=O)[O-])C(=O)C,4.67
4109,CHEMBL3746168,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(Cl)cc4,5.03
4110,CHEMBL3747152,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(F)cc4,5.18
4111,CHEMBL3747570,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccccc4,4.91
4112,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,6.64
4113,CHEMBL283682,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.03
4114,CHEMBL593293,COc1cc2ncnc(Nc3ccc(cc3O)c4nc5ccccc5s4)c2cc1OC,5.66
4115,CHEMBL594228,COc1cc2c(Nc3ccc(cc3F)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6,6.09
4116,CHEMBL591053,O=C1CSC(=N1)NN=C2CCCCC2,4.39
4117,CHEMBL3937527,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(Br)cc3)c4ccccc4,7.25
4118,CHEMBL340484,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,8.31
4119,CHEMBL126903,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.8
4120,CHEMBL595757,COc1ccccc1C(Cc2coc3nc(N)nc(N)c23)C(C)C,4.74
4121,CHEMBL3981551,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,7.6
4122,CHEMBL3919609,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(O)cc3)c4ccccc4,8.82
4123,CHEMBL3981621,C(Nc1ncnc2oc(cc12)c3ccccc3)c4ccccc4,7.03
4124,CHEMBL1173105,COc1cc(OC)cc(c1)C2CC(=NN2C(=O)C)c3ccc(C)c(C)c3,4.76
4125,CHEMBL3325480,CCOC(=O)C1=C(N)N(C2=C(C1c3cc4cc(Cl)ccc4n5nnnc35)C(=O)CCC2)c6cccnc6,4.78
4126,CHEMBL1080815,Clc1cccc(Nc2ncnc3ccc(Cl)cc23)c1,5.57
4127,CHEMBL247916,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6ccncc6)c4)c23)CC1,6.28
4128,CHEMBL3263374,O=C1CSC(=N1)N2N=C(CC2c3ccc4ccccc4c3)c5ccccc5,5.2
4129,CHEMBL110577,COc1cc2ncc(C#N)c(Nc3cccc(O)c3)c2cc1OC,5.2
4130,CHEMBL326445,COc1cc2ncc(C#N)c(Nc3cc(Cl)ccc3O)c2cc1OC,4.77
4131,CHEMBL157128,COCC1CCCN1CC#CC(=O)Nc2ccc3ncc(C#N)c(Nc4cccc(Br)c4)c3c2,6.82
4132,CHEMBL1812555,COc1ccccc1\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,5.11
4133,CHEMBL3922922,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)\C=C\CN5CCN(C)CC5,7.21
4134,CHEMBL3968417,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.0
4135,CHEMBL3958006,Fc1ccc(Nc2ncnc3cnc(NC(=O)\C=C\CN4CCOCC4)cc23)cc1Cl,8.7
4136,CHEMBL3904257,Fc1cccc(COc2ccc(Nc3ncnc4cnc(NC(=O)\C=C\CN5CCCC5)cc34)cc2Cl)c1,7.8
4137,CHEMBL215055,COc1cc2CNc3c(Nc4cccc(Br)c4)ncnc3Nc2cc1OC,5.82
4138,CHEMBL214478,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC(=O)N)CC4,8.05
4139,CHEMBL3344220,CS(=O)(=O)C[C@H](N)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,7.87
4140,CHEMBL214753,COc1cc2CNc3c(Nc4cc(Cl)ccc4F)ncnc3Oc2cc1OC,5.41
4141,CHEMBL3416600,C[C@@H](Nc1ncnc2sc(Br)cc12)c3ccccc3,7.42
4142,CHEMBL214478,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC(=O)N)CC4,8.0
4143,CHEMBL385471,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCC4CCN(C)CC4,7.24
4144,CHEMBL1828874,Clc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,4.95
4145,CHEMBL1828875,Brc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,4.75
4146,CHEMBL1828881,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,4.41
4147,CHEMBL1828865,Fc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,5.17
4148,CHEMBL3962365,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN5CCCC5,7.64
4149,CHEMBL1828870,Clc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,4.92
4150,CHEMBL3325472,NC1=C(C#N)C(C2=C(CCCC2=O)N1c3cccnc3)c4cc5cc(Cl)ccc5n6nnnc46,4.74
4151,CHEMBL498133,Nc1ncnc(Nc2ccc3c(cnn3Cc4cccc(F)c4)c2)c1\C=N\N5CCOCC5,7.8
